NAME,COMPONENT_ID,ABBREVIATION,EXTERNAL_NAME,BASE_NAME,COMPONENT_TYPE,LAB_DATA_TYPE_C,COMMON_NAME,LOINC_CODE,COMPONENT_SUBTYPE_C,RECORD_STATE,GROUP_TYPE_C,DEFAULT_LOW,DEFAULT_HIGH,DFLT_UNITS,,
DUFFY ANTIGEN FYA/FYB,12668,DFNFYAFYB,Duffy Antigen Fya/Fyb,DFNFYAFYB,1,,DUFFY ANTIGEN FYA/FYB,,,,,,,,,
DULOXETINE,13618,,Duloxetine,DULOXETINE,,,DULOXETINE,,,,,,,,,
DULOXETINE LVL,14573,,Duloxetine Lvl,DULOXETINELV,,,DULOXETINE LVL,78823-2,,,,,,,,
DULOXETINE OF,13619,,Duloxetine Of,DULOXETINEOF,,,DULOXETINE OF,,,,,,,,,
"DULOXETINE QUANTITATION, SERUM OR PLASMA",9050,DLXTNQNTSP,"Duloxetine Quant, S/P",DLXTNQNTSP,1,,"DULOXETINE QUANTITATION, SERUM OR",46227-5,,,,,,,,
DUPLICATE REPORT REQUEST,17537,,Duplicate Report Request,DUPREPORT,,,DUPLICATE REPORT REQUEST,,,,,,,,,
DURATION,5514,,Duration,DURATION,,,DURATION,13362-9,,,,,,,,
DURATION OF FIXATION,5513,DRTNOFXTN,Duration of Fixation,DRTNOFXTN,1,,DURATION OF FIXATION,,,,,,,,,
"DURATION, IODINE, URINE",5515,,"Duration, Iodine, Urine",DRTNIDNUR,,,"DURATION, IODINE, URINE",,,,,,,hr,,
"DURATION, MHPG, URINE",5516,,"Duration, MHPG, Urine",DRTNMHPGUR,,,"DURATION, MHPG, URINE",13362-9,,,,,,,,
"DURATION, NITROGEN, TOTAL, FECAL",5517,,"Nitrogen Total-Duration, Fecal",DRTNTRGNTLFC,,,"DURATION, NITROGEN, TOTAL, FECAL",,,,,,,,,
DX (SUBMITTED) PNH FLOW,13705,,Dx (Submitted) Pnh Flow,DXSUBMITTEDP,,,DX (SUBMITTED) PNH FLOW,,,,,,,,,
DYPHYLLINE,5519,,Dyphylline,DYPHYLLINE,,,DYPHYLLINE,,,,,,,,,
"DYSKERATOSIS CONGENITA, AD (TERC) SEQ",8916,,"Dyskeratosis Congenita, AD (TERC) Seq",DYSKCNTERCSQ,,,"DYSKERATOSIS CONGENITA, AD (TERC)",,,,,,,,,
"DYSKERATOSIS CONGENITA, XL (DKC1) SEQ",8917,,"Dyskeratosis Congenita, XL (DKC1) Seq",DYSKCNDKC1SQ,,,"DYSKERATOSIS CONGENITA, XL (DKC1)",,,,,,,,,
"DYSMORPHIC RBCS, (URINE) - EXTERNAL",17876,DYSMRBCURN,"Dysmorphic RBCs, Urine - External",DYSMRBCURN,,,"DYSMORPHIC RBCS, (URINE) - EXTERNAL",,,,,,,"/""HPF""",,
DYSPLASTIC CHANGES,17290,,Dysplastic Changes,DSPLCHNG,,,DYSPLASTIC CHANGES,71369-3,,,,,,,,
E (BIG) ANTIGEN,13037,EBIGANTIGE,E (Big) Antigen Typing,EBIGANTIGEN,1,,E (BIG) ANTIGEN,,,,,,,,,
"E ANTIGEN TYPING, PATIENT",9570,,"E Ag Typing, Patient",EAGTYPPT,,,"E ANTIGEN TYPING, PATIENT",,,,,,,,,
E COLI O157 STOOL,14635,,E Coli O157 Stool,ECOLIO157STO,,,E COLI O157 STOOL,82204-9,,,,,,,,
E PATIENT AG TYPING,7178,EPTNTAGTYP,e Patient Ag Typing,EPTNTAGTYPNG,1,,E PATIENT AG TYPING,,,,,,,,,
E PT AG TYPING,7179,EPTAGTYPNG,E Pt Ag Typing,EPTAGTYPNG,1,,E PT AG TYPING,,,,,,,,,
E-CADHERIN BY IHC,8054,,E-Cadherin by IHC,ECDHRNBYIHC,,,E-CADHERIN BY IHC,,,,,,,,,
E-CADHERIN REFERENCE NUMBER,8055,,E-Cadherin Ref Nbr,ECDHRNRFRNCN,,,E-CADHERIN REFERENCE NUMBER,,,,,,,,,
E. COLI BCID-BFIRE,156910,EcoliBCIDB,E. coli BCID-Bfire,ECOLIBCIDBF,,,E. COLI BCID-BFIRE,,,,,,,,,
E. COLI O157 GIP-BIOF,18046,EC157GIPBF,E. coli O157 GIP-BioF,ECO157GIPBF,,,E. COLI O157 GIP-BIOF,,,,,,,,,
E. COLI O157 PCR,16678,ECOLIO157S,E. coli O157 PCR,ECOLIO157STO,1,,E. COLI O157 PCR,82204-9,,,,,,,,
E. COLI SHIGA-LIKE TOXIN BY EIA,1861,,E. Coli Shiga-Like Toxin by EIA,,,,E. COLI SHIGA-LIKE TOXIN BY EIA,,,2,,,,,,
E. COLI SHIGA-LIKE TOXIN BY EIA,3518,ECLSHGLKTX,E. coli Shiga-Like Toxin by EIA,ECLSHGLKTXNB,1,,E. COLI SHIGA-LIKE TOXIN BY EIA,21262-1,,,,,,,,
E. HISTOLYTICA (AMEBIASIS) AB,1142,,E. histolytica (Amebiasis) Ab,,,,E. HISTOLYTICA (AMEBIASIS) AB,,,2,,,,IV,,
"E. HISTOLYTICA (AMEBIASIS), AB, IGG",3839,EHSTLYTCAMBS,"E. histolytica, Ab, IgG",EHSTLYTCAMBS,1,,"E. HISTOLYTICA (AMEBIASIS), AB, IGG",9522-4,,,,,,iv,,
E/LAT E' RATIO,1180120038,EELATRAT,E/E' Lateral Ratio,EELATRAT,7,12,E/LAT E' RATIO,,,,,,,,,
E12-15 RESULT,16213,,E12-15 Result,E1215,,,E12-15 RESULT,48726-4,,,,,,,,
E13A2 (B2A2) TRANSCRIPT,14336,,E13A2 (B2A2) Transcript,E13A2B2A2TRA,,,E13A2 (B2A2) TRANSCRIPT,52130-2,,,,,,,,
E14A2 (B3A2) TRANSCRIPT,14337,,E14A2 (B3A2) Transcript,E14A2B3A2TRA,,,E14A2 (B3A2) TRANSCRIPT,52131-0,,,,,,%,,
E1A2 TRANSCRIPT BCRABL,15220,,E1A2 Transcript BCRABL,BCRBL1MNRRQR,,,E1A2 TRANSCRIPT BCRABL,52132-8,,,,,,,,
"E2A-PBX1, T(1;19) BY RT-PCR",5520,,"E2A-PBX1, t(1;19) Translocation by RT-PCR",E2PBX1T19BYR,,,"E2A-PBX1, T(1;19) BY RT-PCR",,,,,,,,,
EAG,11365,,eAG,EAG,,,EAG,,,,,,,mg/dL,,
EAR CULTURE GS,10268,,Ear Culture GS,EARCULGS,,,EAR CULTURE GS,608-0,,,,,,,,
EAR CULTURE OBSERVATIONS,10227,,Ear Culture Observations,EARCULOBSE,,,EAR CULTURE OBSERVATIONS,608-0,,,,,,,,
"EASTERN EQUINE ENCEPH AB, IGG, CSF",5521,EEEABIGGSF,"EEE Ab, IgG, CSF",ESTRNEQNENGC,1,,"EASTERN EQUINE ENCEPH AB, IGG, CSF",10897-7,,,,,,,,
"EASTERN EQUINE ENCEPH AB, IGM",5522,EEEABIGM,"EEE Ab, IgM",ESTRNEQNENM,1,,"EASTERN EQUINE ENCEPH AB, IGM",10898-5,,,,,,,,
"EASTERN EQUINE ENCEPH AB, IGM, CSF",5523,EEEABIGMSF,"EEEVAb, IgM, CSF",ESTRNEQNENMC,1,,"EASTERN EQUINE ENCEPH AB, IGM, CSF",10899-3,,,,,,,,
"EASTERN EQUINE, ENCEPH AB, IGG",5524,EEEABIGG,"EEE Ab, IgG",ESTRNEQNENG,1,,"EASTERN EQUINE, ENCEPH AB, IGG",10896-9,,,,,,,,
EBV (EBER) BY ISH,11636,EBVEBERISH,EBV (EBER) by ISH,EBVEBERISH,1,,EBV (EBER) BY ISH,,,,,,,,,
"EBV AB TO EARLY (D) AG, IGG",985,,"EBV Ab to Early (D) Ag, IgG",,,,"EBV AB TO EARLY (D) AG, IGG",,,2,,,,IV,,
EBV AB TO NUCLEAR AG IGG - EXTERNAL,15306,EBVABTNCLRAN,EBV Antibody to Nuclear Antigen IgG - External,EBVABTNCLRAN,,,EBV ANTIBODY TO NUCLEAR ANTIGEN IGG - EXTERNAL,,,,,,,,,
"EBV AB TO NUCLEAR AG, IGG",984,,"EBV Ab to Nuclear Ag, IgG",,,,"EBV AB TO NUCLEAR AG, IGG",,,2,,,,IV,,
"EBV AB TO VIRAL CAPSID AG, IGG",982,,"EBV Ab To Viral Capsid Ag, IgG",,,,"EBV AB TO VIRAL CAPSID AG, IGG",,,2,,,,IV,,
"EBV AB TO VIRAL CAPSID AG, IGM",983,,"EBV Ab To Viral Capsid Ag, IgM",,,,"EBV AB TO VIRAL CAPSID AG, IGM",,,2,,,,IV,,
EBV ANTIBODY INTERPRETATION - EXTERNAL,15302,EBVABINT,EBV Antibody Interpretation - External,EBVABINT,,,EBV ANTIBODY INTERPRETATION - EXTERNAL,,,,,,,NULL,,
EBV ANTIBODY TO EARLY (D) ANTIGEN IGG,3148,EBVABTERLY,EBV Av To Early (D) Ag IgG,EBVABTERLYDA,1,,EBV ANTIBODY TO EARLY (D) ANTIGEN IGG,50969-5,,,,,,U/mL,,
EBV ANTIBODY TO EARLY (D) ANTIGEN IGG - EXTERNAL,15303,EBVABTERLYDA,EBV Ab To Early (D) Ag IgG - External,EBVABTERLYDA,,,EBV ANTIBODY TO EARLY (D) ANTIGEN IGG - EXTERNAL,,,,,,,U/mL,,
EBV ANTIBODY TO NUCLEAR ANTIGEN IGG,3146,EBVABTNCLR,EBV Ab To Nuclear Ag IgG,EBVABTNCLRAN,1,,EBV ANTIBODY TO NUCLEAR ANTIGEN IGG,30083-0,,,,,,U/mL,,
EBV ANTIBODY TO VIRAL CAPSID ANTIGEN IGA,5525,EBVABTVRLC,EBV VCA IgA Ag,EBVABTVRLCPA,1,,EBV ANTIBODY TO VIRAL CAPSID ANTIGEN IGA,,,,,,,U/mL,,
EBV ANTIBODY TO VIRAL CAPSID ANTIGEN IGG,3147,EBVABTVRLC,EBV VCA IgG Ag,EBVABTVRLCPG,1,,EBV ANTIBODY TO VIRAL CAPSID ANTIGEN IGG,7885-7,,,,,,U/mL,,
EBV ANTIBODY TO VIRAL CAPSID ANTIGEN IGG - EXTERNAL,15307,EBVABTVRLCPG,EBV VCA IgG Ag - External,EBVABTVRLCPG,,,EBV ANTIBODY TO VIRAL CAPSID ANTIGEN IGG - EXTERNAL,,,,,,,U/mL,,
EBV ANTIBODY TO VIRAL CAPSID ANTIGEN IGM,3149,EBVABTVRLC,EBV VCA IgM Ag,EBVABTVRLCPM,1,,EBV ANTIBODY TO VIRAL CAPSID ANTIGEN IGM,7886-5,,,,,,U/mL,,
EBV ANTIBODY TO VIRAL CAPSID ANTIGEN IGM - EXTERNAL,15308,EBVABTVRLCPM,EBV VCA IgM Ag - External,EBVABTVRLCPM,,,EBV ANTIBODY TO VIRAL CAPSID ANTIGEN IGM - EXTERNAL,,,,,,,U/mL,,
EBV BY PCR,1242,,EBV by PCR,,,,EBV BY PCR,,,2,,,,,,
EBV CROSSING THRESHOLD,5526,RBVCT,EBV Crossing Threshold,EBVCRSNGTHRS,1,,EBV CROSSING THRESHOLD,,,,,,,,,
"EBV DNA, QUANT PCR",16048,,"EBV DNA, Quant PCR",EBVDNAQNTPCR,,,"EBV DNA, QUANT PCR",43730-1,,,,,,,,
EBV EARLY AG IGG AB,14061,,Ebv Early Ag Igg Ab,EBVEARLYAGIG,,,EBV EARLY AG IGG AB,24007-7,,,,,,,,
EBV ISH COMMENT,7576,EBVISHCMNT,EBV ISH Comment,EBVISHCMNT,1,,EBV ISH COMMENT,,,,,,,,,
EBV ISH REFERENCE NUMBER,11635,EBVISHREFN,EBV ISH Reference Number,EBVISHREFNUM,1,,EBV ISH REFERENCE NUMBER,,,,,,,,,
EBV PCR QUANT(WHOLE BLOOD),14178,,Ebv Pcr Quant(Whole Blood),EBVPCRQUANTW,,,EBV PCR QUANT(WHOLE BLOOD),36923-1,,,,,,,,
EBV QUANT SOURCE,3918,EBVQNTSRC,"EBV, Quant Source",EBVQNTSRC,1,,EBV QUANT SOURCE,31208-2,,,,,,,,
"EBV QUANT SOURCE, WHOLE BLOOD",7180,,"EBV, Quant Source, Whole Blood",EBVQNTSRCWHL,,,"EBV QUANT SOURCE, WHOLE BLOOD",,,,,,,,,
"EBV QUANTITATIVE BY NAAT, PLASMA INTERPRETATION - EXTERNAL",15283,EBVQNTNAATPI,"EBV Quantitative by NAAT, Plasma Interpretation - External",EBVQNTNAATPI,,,"EBV QUANTITATIVE BY NAAT, PLASMA INTERPRETATION - EXTERNAL",,,,,,,NULL,,
"EBV QUANTITATIVE BY NAAT, PLASMA IU/ML - EXTERNAL",13476,EBVQNTNAATP,"EBV Quantitative by NAAT, Plasma IU/mL - External",EBVQNTNAATP,,,"EBV QUANTITATIVE BY NAAT, PLASMA IU/ML - EXTERNAL",,,,,,,IU/mL,,
"EBV QUANTITATIVE BY NAAT, PLASMA LOG IU/ML - EXTERNAL",13503,EBVQNTNAATPL,"EBV Quantitative by NAAT, Plasma log IU/mL - External",EBVQNTNAATPL,,,"EBV QUANTITATIVE BY NAAT, PLASMA LOG IU/ML - EXTERNAL",,,,,,,log IU/mL,,
"EBV QUANTITATIVE BY NAAT, PLASMA SOURCE - EXTERNAL",15297,EBVQNTNAATSC,"EBV Quantitative by NAAT, Plasma Source - External",EBVQNTNAATSC,,,"EBV QUANTITATIVE BY NAAT, PLASMA SOURCE - EXTERNAL",,,,,,,NULL,,
EBV SOURCE,3061,,EBV Source,,,,EBV SOURCE,,,2,,,,,,
EBV SOURCE,1241,,EBV Source,,,,EBV SOURCE,,,2,,,,,,
EBV VCA IGG  AB,14324,,Ebv Vca Igg Ab,EBVVCAIGG,,,EBV VCA IGG AB,5157-3,,,,,,,,
EBV VCA IGM  AB,14325,,Ebv Vca Igm Ab,EBVVCAIGM,,,EBV VCA IGM AB,5159-9,,,,,,,,
ECHINOCOCCUS ANTIBODY IGG,5527,ECHNCSABIG,Echinococcus Ab IgG,ECHNCSABIG,1,,ECHINOCOCCUS ANTIBODY IGG,9656-0,,,,,,iv,,
"ECHINOCOCCUS ANTIGEN IGG, ELISA",10133,,"Echinococcus Ag IgG, Elisa",ECHNCSABIG,,,"ECHINOCOCCUS ANTIGEN IGG, ELISA",9656-0,,,,,,,,
ECHINOCYTES,11703,,Echinocytes,ECHINOCYTES,,,ECHINOCYTES,,,,,,,,,
ECHO 3D EJECTION FRACTION,1180001023,3D EF,EF - 3D Echo,3DECHOEF,7,12,3DECHOEF,,,,,,,%,,
ECHOVIRUS ANTIBODY TYPE 11,2675,ECHVABT11,Echovirus Ab Type 11,ECHVRSABTYP1,1,,ECHOVIRUS ANTIBODY TYPE 11,41489-6,,,,,,,,
ECHOVIRUS ANTIBODY TYPE 30,2676,ECHVTY30,Echovirus Ab Type 30,ECHVRSABTYP3,1,,ECHOVIRUS ANTIBODY TYPE 30,41491-2,,,,,,,,
ECHOVIRUS ANTIBODY TYPE 6,2672,ECHVRSABT6,Echovirus Ab Type 6,ECHVRSABTYP6,1,,ECHOVIRUS ANTIBODY TYPE 6,5144-1,,,,,,,,
ECHOVIRUS ANTIBODY TYPE 7,2673,ECHVRSABT7,Echovirus Ab Type 7,ECHVRSABTYP7,1,,ECHOVIRUS ANTIBODY TYPE 7,41492-0,,,,,,,,
ECHOVIRUS ANTIBODY TYPE 9,2674,ECHVRSABT9,Echovirus Ab Type 9,ECHVRSABTYP9,1,,ECHOVIRUS ANTIBODY TYPE 9,5146-6,,,,,,,,
ECHOVIRUS TYPE 11,15389,,Echovirus Type 11,CHVRSTYP11,,,ECHOVIRUS TYPE 11,31350-2,,,,,,,,
ECHOVIRUS TYPE 11,5528,,Echovirus Type 11,ECHVRSTYP1,,,ECHOVIRUS TYPE 11,,,,,,,,,
ECHOVIRUS TYPE 30,15390,,Echovirus Type 30,CHVRSTYP30,,,ECHOVIRUS TYPE 30,31353-6,,,,,,,,
ECHOVIRUS TYPE 30,5529,,Echovirus Type 30,ECHVRSTYP30,,,ECHOVIRUS TYPE 30,,,,,,,,,
ECHOVIRUS TYPE 4,5530,,Echovirus Type 4,ECHVRSTYP4,,,ECHOVIRUS TYPE 4,,,,,,,,,
ECHOVIRUS TYPE 4,15391,,Echovirus Type 4,CHVRSTYP4,,,ECHOVIRUS TYPE 4,31356-9,,,,,,,,
ECHOVIRUS TYPE 7,5531,,Echovirus Type 7,ECHVRSTYP7,,,ECHOVIRUS TYPE 7,,,,,,,,,
ECHOVIRUS TYPE 7,15392,,Echovirus Type 7,CHVRSTYP7,,,ECHOVIRUS TYPE 7,31357-7,,,,,,,,
ECHOVIRUS TYPE 9,15393,,Echovirus Type 9,CHVRSTYP9,,,ECHOVIRUS TYPE 9,31360-1,,,,,,,,
ECHOVIRUS TYPE 9,5532,,Echovirus Type 9,ECHVRSTYP9,,,ECHOVIRUS TYPE 9,,,,,,,,,
ECTOPARASITE EXAM,1687,,Ectoparasite Exam,,,,ECTOPARASITE EXAM,,,2,,,,,,
ECTOPARASITE EXAM,3193,,Ectoparasite Exam,ECTPRSTEXM,,,ECTOPARASITE EXAM,,,2,,,,,,
ECTOPARASITE SOURCE,8417,,Ectoparasite Source,ECTPRSTSRC,,,ECTOPARASITE SOURCE,,,,,,,,,
EDDP (CUTOFF 25 NG/ML),7577,,EDDP (cutoff 25 ng/mL),EDPCTF25NGML,,,EDDP (CUTOFF 25 NG/ML),41860-8,,,,,,,,
EDDP (METHADONE MTB),13595,,Eddp (Methadone Mtb),EDDPMETHADON,,,EDDP (METHADONE MTB),,,,,,,,,
"EDDP, SERUM OR PLASMA",8827,EDDPSRMRPL,"EDDP, S/P",EDDPSRMRPLS,1,,"EDDP, SERUM OR PLASMA",60071-8,,,,,,ng/mL,,
"EDDP, URINE",8859,EDDPURN,"EDDP, Urine",EDDPURN,1,,"EDDP, URINE",50542-0,,,,,,ng/mL,,
"EDS, TYPE VI (PLOD1) DEL/DUP INTERP",8544,,EDS-VI (PLOD1) Del/Dup Interp,EDSVIDDINT,,,"EDS, TYPE VI (PLOD1) DEL/DUP INTE",,,,,,,,,
"EDS, TYPE VI (PLOD1) DEL/DUP SPECIMEN",8545,,EDS-VI (PLOD1) Del/Dup Spec,EDSVIDDSPC,,,"EDS, TYPE VI (PLOD1) DEL/DUP SPEC",,,,,,,,,
"EDS-VI (PLOD1) SEQ, DEL/DUP INTERP",8546,EDSVISQDDI,"EDS-VI (PLOD1) Seq, Del/Dup Interp",EDSVISQDDINT,1,,"EDS-VI (PLOD1) SEQ, DEL/DUP INTER",,,,,,,,,
"EDS-VI (PLOD1) SEQ, DEL/DUP SPECIMEN",8547,EDSVISQDDS,"EDS-VI (PLOD1) Seq, Del/Dup Specimen",EDSVISQDDSPC,1,,"EDS-VI (PLOD1) SEQ, DEL/DUP SPECI",,,,,,,,,
EDS6 INTERPRETATION,5533,EDS6INTRPR,EDS6 Interp,EDS6INTRPRTN,1,,EDS6 INTERPRETATION,,,,,,,,,
EDS6 RATIO,5534,EDS6RATIO,EDS6 Ratio,EDS6RATIO,1,,EDS6 RATIO,,,,,,,ratio,,
EDTA GLYCINE-ACID TREATED RBC,5535,EDTGLYCNCD,EDTA Glycine-Acid RBC,EDTGLYCNCDTR,1,,EDTA GLYCINE-ACID TREATED RBC,,,,,,,,,
EER ADA RFLX TO NEUTRALIZING AB CONF.,11739,EERADAFLXC,EER ADA Rflx to Neutralizing Ab Conf.,EERADAFLXCNF,1,,EER ADA RFLX TO NEUTRALIZING AB CONF.,,,,,,,,,
EER ADALIMUMAB,10718,EERADALIMU,EER Adalimumab,EERADALIMUAB,1,,EER ADALIMUMAB,11526-1,,,,,,,,
EER ADALIMUMAB - EXTERNAL,15804,EERADALIMUAB,EER Adalimumab - External,EERADALIMUAB,,,EER ADALIMUMAB - EXTERNAL,,,,,,,NULL,,
EER ADALIMUMAB ACTIVITY W/RFLX TO AB,11732,EERDLMBRFX,EER Adalimumab Activity w/Rflx to Ab,EERDLMBRFXAB,1,,EER ADALIMUMAB ACTIVITY W/RFLX TO AB,,,,,,,,,
EER ALAGILLE SYNDROME (JAG1),10565,,EER Alagille Syndrome (JAG1),EERALSYNJAG1,,,EER ALAGILLE SYNDROME (JAG1),11526-1,,,,,,,,
"EER ALL PANEL BY FISH, ADULT",7495,ERALPNLBYF,"EER ALL Pan by FISH, Adult",ERALPNLBYFSH,1,,"EER ALL PANEL BY FISH, ADULT",11526-1,,,,,,,,
"EER ALL PANEL BY FISH, PEDIATRIC",10377,ERRPANFISHPE,"EER pan by FISH, Peds",ERRPANFISHPE,1,,"EER ALL PANEL BY FISH, PEDIATRIC",11526-1,,,,,,,,
"EER ALLERGEN PANEL, IGE IMMUNOCAP ISAC",8918,EERALLPNLI,"EER Allergen Pan, IgE Immunocap",EERALLPNLIGE,1,,"EER ALLERGEN PANEL, IGE IMMUNOCAP",11526-1,,,,,,,,
"EER ALLERGEN, PEANUT COMPONENTS",10562,EERPNUTC,"EER Allergen, Peanut Components",EERALPNTCOMP,1,,"EER ALLERGEN, PEANUT COMPONENTS",11526-1,,,,,,,,
"EER ALLERGEN, PEANUT COMPONENTS REFLEX",15320,RALPNCMPFL,"EER Allergen, Peanut Components Reflex",RALPNCMPFL,1,,"EER ALLERGEN, PEANUT COMPONENTS REFLEX",,,,,,,,,
EER AML PANEL BY FISH,10735,EERAMLPNFS,EER AML Panel by FISH,EERAMLPNFSH,1,,EER AML PANEL BY FISH,,,,,,,,,
"EER AML WITH MDS, THERAPY-RLTD AML, FISH",8431,ERAMLWTHMD,"EER AML w/ MDS, Therapy-Rltd AML, FISH",ERAMLWTHMDST,1,,"EER AML WITH MDS, THERAPY-RLTD AM",11526-1,,,,,,,,
EER ANEUPLOIDY PANEL BY FISH,5536,,EER Aneuploidy Pan by FISH,ERANPLDYPNLB,,,EER ANEUPLOIDY PANEL BY FISH,11526-1,,,,,,,,
EER AORTOPATHY DEL/DUP,9052,,EER Aortopathy Del/Dup,EERARTPTHYDL,,,EER AORTOPATHY DEL/DUP,,,,,,,,,
EER AORTOPATHY PANEL,9053,,EER Aortopathy Panel,EERARTPTHYPN,,,EER AORTOPATHY PANEL,,,,,,,,,
EER AORTOPATHY SEQUENCING,9054,,EER Aortopathy Seq,EERARTPTHYSQ,,,EER AORTOPATHY SEQUENCING,,,,,,,,,
EER BACTERIAL STRAIN PFGE,7578,,EER Bact Strain PFGE,ERBCTRLSTRNP,,,EER BACTERIAL STRAIN PFGE,,,,,,,,,
EER BACTERIAL STRAIN TYPING BY NGS,17281,RBCSTNGS,EER Bacterial Strain Typing by NGS,RBCSTNGS,1,,EER BACTERIAL STRAIN TYPING BY NGS,11526-1,,,,,,,,
EER BASEMENT MEMBRANE ZONE AB PANEL,12730,,EER Basement Membrane Zone Ab Panel,RBSMBZNABPNL,,,EER BASEMENT MEMBRANE ZONE AB PANEL,,,,,,,,,
EER BCR-ABL PROBE BY FISH,1236286701,EERBCRABLF,EER BCR-ABL Probe by FISH,EERBCRABLFIS,1,,EER BCR-ABL PROBE BY FISH,,,,,,,,,
"EER BCR-ABL1, MAJOR (P210)",8331,ERBCRBL1MJ,"EER BCR-ABL1, Major (p210)",ERBCRBL1MJRP,1,,"EER BCR-ABL1, MAJOR (P210)",11526-1,,,,,,,,
"EER BCR-ABL1, MINOR (P190)",8332,ERBCRBL1MN,"EER BCR-ABL1, Minor (p190)",ERBCRBL1MNRP,1,,"EER BCR-ABL1, MINOR (P190)",11526-1,,,,,,,,
EER BJPROTEIN QNT W/RFLX K/L FLC W/RATIO,11304,,EER BJProtein Qnt w/Rflx k/l FLC w/Ratio,EERBJPROQRFR,,,EER BJPROTEIN QNT W/RFLX K/L FLC W/RATIO,,,,,,,,,
EER BONE MARROW FAILURE ROI - PROBAND,12099,,EER Bone Marrow Failure ROI - Proband,EERBNMRFROI,,,EER BONE MARROW FAILURE ROI - PROBAND,11526-1,,,,,,,,
EER BONE MARROW FAILURE ROI - TRIO,12103,,EER Bone Marrow Failure ROI - Trio,RBNMRFLROITR,,,EER BONE MARROW FAILURE ROI - TRIO,11526-1,,,,,,,,
EER BONE MARROW FAILURE ROI W/DD - PRO,12101,,EER Bone Marrow Failure ROI w/DD - Pro,EERBNMRFL,,,EER BONE MARROW FAILURE ROI W/DD - PRO,11526-1,,,,,,,,
EER BONE MARROW FAILURE ROI W/DD - TRIO,12105,,EER Bone Marrow Failure ROI w/DD - Trio,RBNMRFLROID,,,EER BONE MARROW FAILURE ROI W/DD - TRIO,11526-1,,,,,,,,
EER BREAST CANCER BIOMARKERS,8548,,EER Breast Cancer Biomarkers,BRSTBIOEEER,,,EER BREAST CANCER BIOMARKERS,,,,,,,,,
"EER BULLOUS PEMPHIGOID ANTIGENS, IGG",10410,,"EER Bullous Pemphigoid Ags, IgG",EERBULPEMAGS,,,"EER BULLOUS PEMPHIGOID ANTIGENS, IGG",,,,,,,,,
EER CALCULI (STONE) ANALYSIS AND PHOTO,8474,CALCPHOTO,EER Calculi Analysis/Photo,EERCALCULIAP,1,,EER CALCULI (STONE) ANALYSIS AND,11526-1,,,,,,,,
"EER CALCULI RISK ASSESSMENT PANEL, URINE",11510,EERCRAPU,"EER Calculi Risk Assessment Panel, Urine",EERCLRSPNURN,1,,"EER CALCULI RISK ASSESSMENT PANEL, URINE",,,,,,,,,
EER CAMT (MPL) SEQUENCING,10568,,EER CAMT (MPL) Sequencing,EERCAMPTMPLS,,,EER CAMT (MPL) SEQUENCING,11526-1,,,,,,,,
EER CG ADDITIONAL INFORMATION,7693,,EER CG Addl Information,ERCGADTNLINF,,,EER CG ADDITIONAL INFORMATION,,,,,,,,,
EER CHARGE SYNDROME (CHD7) SEQUENCING,10566,,EER CHARGE Syndrome (CHD7) Sequencing,EERCCHD7SEQ,,,EER CHARGE SYNDROME (CHD7) SEQUENCING,,,,,,,,,
EER CHILDHOOD-ONSET EPILEPSY PANEL,10567,EERCHLDEPL,EER Childhood-Onset Epilepsy Panel,EERCHLDEPLEP,1,,EER CHILDHOOD-ONSET EPILEPSY PANEL,11526-1,,,,,,,,
"EER CHORIONIC VILLUS, FISH",5537,ERCHRNCVLS,"EER Chorionic Villus, FISH",ERCHRNCVLSFS,1,,"EER CHORIONIC VILLUS, FISH",11526-1,,,,,,,,
EER CHROM ANALYSIS AF E/RFLX TO ARRAY,10077,EERCHROM,EER Chrom Analysis AF e/Rflx to Array,EERCHROM,1,,EER CHROM ANALYSIS AF E/RFLX TO ARRAY,,,,,,,,,
EER CHROM ANALYSIS BM W/RFLX TO ARRAY,10078,EERCHROMA,EER Chrom Analysis BM w/Rflx to Array,EERCHROMA,1,,EER CHROM ANALYSIS BM W/RFLX TO ARRAY,,,,,,,,,
EER CHROM ANALYSIS LKB W/RFLX TO ARRAY,10079,EERCHROMA,EER Chrom Analysis LKB w/Rflx to Array,EERCHROMA,1,,EER CHROM ANALYSIS LKB W/RFLX TO ARRAY,,,,,,,,,
EER CHROMOSOME ANALYSIS AMNIOTIC FLUID,7146,EERAFCHANA,"EER Amniotic Fluid, Chromosome Analysis",ERCHRMSMANLA,1,,EER CHROMOSOME ANALYSIS AMNIOTIC FLUID,,,,,,,,,
EER CHROMOSOME ANALYSIS BONE MARROW,7140,EERCHRMBM,"EER  Bone Marrow, Chromosome Analysis",ERCHRMSMANLB,1,,EER CHROMOSOME ANALYSIS BONE MARROW,50659-2,,,,,,,,
EER CHROMOSOME ANALYSIS CHORIONIC VILLUS,7106,ERCHRMSMAN,"EER  Chorionic Villus, Chromosome Analysis",ERCHRMSMANLC,1,,EER CHROMOSOME ANALYSIS CHORIONIC,,,,,,,,,
EER CHROMOSOME ANALYSIS PERIPHERAL BLOOD,4574,ERCHRMLPB,"EER  Peripheral Blood, Chromosome Analysis",ERCHRMLPB,1,,EER CHROMOSOME ANALYSIS PERIPHERA,11526-1,,,,,,,,
